id,title,year,google_rating,vote_average,vote_count,revenue,runtime,index
350,The Devil Wears Prada,2006,90,7.384,11089,326706115,109,223
22881,The Blind Side,2009,90,7.692,5868,309208309,129,661
228150,Fury,2014,90,7.518,11021,211817906,135,226
1366,Rocky,1976,90,7.8,7135,225250402,119,489
114,Pretty Woman,1990,90,7.5,7371,463406268,119,465
194,Amélie,2001,90,7.905,10750,173921954,122,234
5175,Rush Hour 2,2001,90,6.712,3686,347325802,90,1194
771,Home Alone,1990,90,7.412,10140,476684675,103,262
9820,The Parent Trap,1998,90,7.163,3792,92108518,128,1150
670,Oldboy,2003,90,8.274,7790,15194593,120,415
106,Predator,1987,90,7.506,7265,98267558,107,475
71,Billy Elliot,2000,90,7.592,3561,109280263,110,1239
382591,Two Is a Family,2016,90,7.749,2841,1447740,118,1582
324552,John Wick: Chapter 2,2017,90,7.323,12007,171539887,122,189
359724,Ford v Ferrari,2019,90,8.01,6972,225508210,153,504
2502,The Bourne Supremacy,2004,90,7.315,6977,288500217,108,503
277,Underworld,2003,90,6.807,5696,95708457,122,691
286217,The Martian,2015,90,7.678,18525,630600000,141,54
679,Aliens,1986,90,7.933,8758,183316455,137,353
7735,The Wave,2008,90,7.501,3071,19000000,107,1468
496243,Parasite,2019,90,8.515,16430,257591776,133,81
10020,Beauty and the Beast,1991,90,7.734,9256,424967620,84,322
480530,Creed II,2018,90,7.015,5007,214215889,130,837
290098,The Handmaiden,2016,90,8.246,3299,38600000,145,1352
24,Kill Bill: Vol. 1,2003,90,7.97,16188,180906076,111,87
37165,The Truman Show,1998,90,8.133,16827,264118201,103,78
98,Gladiator,2000,90,8.209,16962,465361176,155,77
9486,Johnny English,2003,90,6.261,3140,160583018,88,1419
239,Some Like It Hot,1959,90,8.108,3153,25000000,122,1418
9291,The Longest Yard,2005,90,6.632,3072,190320568,113,1467
3082,Modern Times,1936,90,8.293,3394,1800000,87,1310
83666,Moonrise Kingdom,2012,90,7.69,5434,68263166,94,745
2501,The Bourne Identity,2002,90,7.463,8618,214034224,119,361
329,Jurassic Park,1993,90,7.941,15141,920100000,127,105
285,Pirates of the Caribbean: At World's End,2007,90,7.239,13345,961000000,169,146
9479,The Nightmare Before Christmas,1993,90,7.841,8484,75634409,76,372
12092,Alice in Wonderland,1951,90,7.185,5459,57200000,75,743
73,American History X,1998,89,8.352,10729,23875127,119,237
1577,Resident Evil: Apocalypse,2004,89,6.341,3954,129394835,94,1082
9532,Final Destination,2000,89,6.6,5080,112880294,98,822
608,Men in Black II,2002,89,6.359,9234,445135288,88,324
948,Halloween,1978,89,7.562,4987,70274000,91,841
527641,Five Feet Apart,2019,89,8.287,5254,92600000,116,783
50014,The Help,2011,89,8.202,7538,216639112,146,447
856,Who Framed Roger Rabbit,1988,89,7.52,5216,329803958,104,793
10674,Mulan,1998,89,7.915,8920,304320254,88,345
240,The Godfather Part II,1974,89,8.591,11293,102600000,202,215
275,Fargo,1996,89,7.867,7282,60611975,98,474
4951,10 Things I Hate About You,1999,89,7.58,7386,53478166,97,462
641,Requiem for a Dream,2000,89,8.027,9165,7390108,102,330
745,The Sixth Sense,1999,89,7.944,10754,672806292,107,233
447365,Guardians of the Galaxy Vol. 3,2023,89,8.023,4941,845430302,150,849
28,Apocalypse Now,1979,89,8.282,7485,150000000,147,452
45243,The Hangover Part II,2011,89,6.468,9789,586764305,102,286
17979,A Christmas Carol,2009,89,6.855,4173,325286646,94,1019
454983,The Kissing Booth,2018,89,7.229,6926,0,105,509
9428,The Royal Tenenbaums,2001,89,7.496,4176,71441250,110,1015
12230,One Hundred and One Dalmatians,1961,89,7.162,5812,85000000,82,674
1359,American Psycho,2000,89,7.4,9797,34266564,102,285
9377,Ferris Bueller's Day Off,1986,89,7.603,4479,70136369,103,939
320,Insomnia,2002,89,6.9,4306,113714830,118,978
628,Interview with the Vampire,1994,89,7.38,5338,223664608,123,765
772,Home Alone 2: Lost in New York,1992,89,6.705,8671,358994850,120,359
13223,Gran Torino,2008,89,7.994,10003,269958228,116,270
1949,Zodiac,2007,89,7.5,9597,84785914,157,300
8321,In Bruges,2008,89,7.479,4644,34533783,108,904
266856,The Theory of Everything,2014,89,7.86,10069,123726688,123,265
8363,Superbad,2007,89,7.229,6620,170812526,113,546
152532,Dallas Buyers Club,2013,89,7.932,8004,55736588,117,402
562,Die Hard,1988,89,7.775,10202,140767956,131,260
11688,The Emperor's New Groove,2000,89,7.551,6109,169327687,78,626
316029,The Greatest Showman,2017,89,7.908,8844,432844677,105,350
89,Indiana Jones and the Last Crusade,1989,89,7.847,9301,474171806,127,319
96721,Rush,2013,89,7.708,6598,90247624,123,549
10340,Lady and the Tramp,1955,89,7.101,4880,36359037,76,863
564,The Mummy,1999,89,6.906,8327,415885488,124,379
8681,Taken,2008,89,7.387,10432,226830568,94,253
2978,Ghostbusters II,1989,89,6.533,3936,215394738,108,1087
583,Life of Brian,1979,89,7.751,3990,20745728,94,1074
1885,The Karate Kid,1984,89,7.181,3798,130442786,126,1146
9358,Final Destination 2,2003,89,6.2,3669,90941129,90,1204
284054,Black Panther,2018,89,7.39,21053,1349926083,135,27
9323,Ghost in the Shell,1995,89,7.927,3009,515905,82,1497
7737,Resident Evil: Extinction,2007,89,6.286,3792,148412065,94,1151
245891,John Wick,2014,89,7.421,17923,88761661,101,63
769,GoodFellas,1990,89,8.464,11726,46835000,145,196
15121,The Sound of Music,1965,89,7.7,2986,286214286,174,1509
64690,Drive,2011,89,7.572,11718,78054825,100,197
4233,Scream 2,1997,89,6.5,3678,172363301,120,1198
354912,Coco,2017,89,8.222,17742,800526015,105,66
76,Before Sunrise,1995,89,7.973,3722,5987386,101,1182
11324,Shutter Island,2010,89,8.2,22318,294800000,138,21
11130,The Princess Diaries 2: Royal Engagement,2004,89,6.68,3020,134734481,113,1496
10948,The Fox and the Hound,1981,89,7.127,2964,29800000,82,1516
603,The Matrix,1999,89,8.206,23815,463517383,136,16
5176,3:10 to Yuma,2007,89,7.201,3247,70016220,122,1371
103663,The Hunt,2012,89,8.103,3741,18309793,116,1170
809,Shrek 2,2004,89,7.249,11323,928760770,93,213
8587,The Lion King,1994,89,8.256,16991,763455561,89,76
11621,Porco Rosso,1992,89,7.787,2922,0,94,1538
530915,1917,2019,89,7.99,11395,394638258,119,210
2164,Stargate,1994,89,6.978,3090,196567262,121,1452
299536,Avengers: Infinity War,2018,89,8.255,27713,2052415039,149,6
398818,Call Me by Your Name,2017,89,8.167,11367,43143046,132,211
120467,The Grand Budapest Hotel,2014,89,8.049,13787,174600318,100,137
76341,Mad Max: Fury Road,2015,89,7.582,20911,378858340,121,29
752,V for Vendetta,2006,88,7.897,13556,132511035,132,143
9880,The Princess Diaries,2001,88,6.942,4583,165335153,115,924
449176,"Love, Simon",2018,88,8.041,5748,66316289,110,681
27205,Inception,2010,88,8.364,34495,825532764,148,0
710,GoldenEye,1995,88,6.88,3530,352194034,130,1261
569094,Spider-Man: Across the Spider-Verse,2023,88,8.442,4394,683241751,140,952
10193,Toy Story 3,2010,88,7.792,13777,1066969703,103,138
348,Alien,1979,88,8.147,13206,104931801,117,150
796,Cruel Intentions,1999,88,6.787,2960,76347426,98,1517
433,Mary Poppins,1964,88,7.569,4350,103082380,139,965
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,88,7.126,9808,745013115,143,283
629,The Usual Suspects,1995,88,8.195,9604,23341568,106,299
12,Finding Nemo,2003,88,7.824,18061,940335536,100,61
634649,Spider-Man: No Way Home,2021,88,7.99,18299,1921847111,148,57
675,Harry Potter and the Order of the Phoenix,2007,88,7.686,18177,938212738,138,58
694,The Shining,1980,88,8.218,16205,44781695,144,86
9340,The Goonies,1985,88,7.52,5254,61389680,114,784
1089,Point Break,1991,88,7.133,3202,83531958,122,1394
605,The Matrix Revolutions,2003,88,6.71,9118,424988211,129,332
658,Goldfinger,1964,88,7.345,3259,124881062,110,1365
646,Dr. No,1962,88,6.995,3270,59567035,110,1361
585,"Monsters, Inc.",2001,88,7.835,17189,579707738,92,72
1817,Phone Booth,2003,88,6.837,3392,97837138,81,1311
7131,Van Helsing,2004,88,6.324,5410,300257475,132,750
311,Once Upon a Time in America,1984,88,8.427,4863,5500000,229,864
497582,Enola Holmes,2020,88,7.3,5541,0,123,726
277216,Straight Outta Compton,2015,88,7.785,3600,201634991,147,1224
10096,13 Going on 30,2004,88,6.733,4755,96455697,98,882
242,The Godfather Part III,1990,88,7.422,5627,136766062,162,710
788,Mrs. Doubtfire,1993,88,7.186,5633,441286195,125,709
1368,First Blood,1982,88,7.5,5675,125212904,93,698
1593,Night at the Museum,2006,88,6.6,9538,574480841,108,304
76600,Avatar: The Way of Water,2022,88,7.654,9830,2320250281,192,282
381284,Hidden Figures,2016,88,8.058,8958,235956898,127,342
475557,Joker,2019,88,8.168,23425,1074458282,122,18
142,Brokeback Mountain,2005,88,7.799,6426,178043761,134,570
10191,How to Train Your Dragon,2010,88,7.813,12089,494879471,98,186
1372,Blood Diamond,2006,88,7.53,6999,171720398,143,501
792,Platoon,1986,88,7.747,4087,138530565,120,1044
2503,The Bourne Ultimatum,2007,88,7.421,7127,442824138,115,490
16869,Inglourious Basterds,2009,88,8.215,20746,321457747,153,30
134,"O Brother, Where Art Thou?",2000,88,7.321,3794,71870729,107,1149
381341,Perfect Strangers,2016,88,7.9,4149,31640626,97,1025
1371,Rocky III,1982,88,6.877,3744,270000000,99,1168
5174,Rush Hour 3,2007,88,6.4,2903,258022233,91,1550
9693,Children of Men,2006,88,7.605,6495,70595464,109,564
525,The Blues Brothers,1980,88,7.737,3816,115229890,133,1142
59436,Midnight in Paris,2011,88,7.535,6835,151119219,94,515
19908,Zombieland,2009,88,7.3,11466,102391540,88,207
1585,It's a Wonderful Life,1946,88,8.26,3861,9644124,130,1120
118340,Guardians of the Galaxy,2014,88,7.906,26638,772776600,121,8
310,Bruce Almighty,2003,88,6.706,10010,484592874,101,269
279,Amadeus,1984,88,8.036,3837,51973029,161,1125
103,Taxi Driver,1976,88,8.2,11081,28600000,114,224
87827,Life of Pi,2012,88,7.398,12426,609016565,127,172
840,Close Encounters of the Third Kind,1977,88,7.358,3837,306889114,135,1126
1726,Iron Man,2008,87,7.64,24874,585174222,126,12
2034,Training Day,2001,87,7.485,5360,104876233,122,763
22804,Saw VI,2009,87,6.3,2820,68234154,90,1590
1813,The Devil's Advocate,1997,87,7.451,5429,152944660,144,747
9506,Anger Management,2003,87,6.139,2857,195745823,106,1574
9806,The Incredibles,2004,87,7.704,16584,631442092,115,79
755,From Dusk Till Dawn,1996,87,7.0,5407,25836616,108,752
462,Erin Brockovich,2000,87,7.417,2855,256271286,131,1575
1541,Thelma & Louise,1991,87,7.571,3050,45361000,130,1474
22538,Scott Pilgrim vs. the World,2010,87,7.469,7155,48000000,113,486
94329,The Raid,2011,87,7.421,3089,9148519,101,1453
17654,District 9,2009,87,7.423,8721,210819611,112,356
816,Austin Powers: International Man of Mystery,1997,87,6.553,3084,67711748,94,1459
9475,Scent of a Woman,1992,87,7.767,3024,134095253,156,1491
871,Planet of the Apes,1968,87,7.643,3086,32589624,112,1458
3049,Ace Ventura: Pet Detective,1994,87,6.544,5315,107217396,86,772
10138,Iron Man 2,2010,87,6.835,19756,623933331,124,40
584,2 Fast 2 Furious,2003,87,6.483,6795,236350661,108,520
68721,Iron Man 3,2013,87,6.928,21064,1215577205,130,26
8355,Ice Age: Dawn of the Dinosaurs,2009,87,6.737,7680,886686817,94,431
296,Terminator 3: Rise of the Machines,2003,87,6.145,6098,435000000,109,628
18785,The Hangover,2009,87,7.312,15812,469310836,100,95
1669,The Hunt for Red October,1990,87,7.385,2945,200512643,135,1528
18240,The Proposal,2009,87,7.13,6189,317375031,108,619
150540,Inside Out,2015,87,7.922,19463,857611174,95,43
10625,Mean Girls,2004,87,7.186,7931,130126277,97,406
117263,Olympus Has Fallen,2013,87,6.394,6218,170270201,120,608
1091,The Thing,1982,87,8.045,6232,19629760,109,602
674,Harry Potter and the Goblet of Fire,2005,87,7.816,19287,895921036,157,46
49018,Insidious,2011,87,6.947,6298,99870886,103,590
673,Harry Potter and the Prisoner of Azkaban,2004,87,8.02,20038,789804554,141,38
4257,Scary Movie 4,2006,87,5.475,2987,178262620,83,1506
380,Rain Man,1988,87,7.756,5814,354825435,134,673
9737,Bad Boys,1995,87,6.785,5758,141407024,119,680
773,Little Miss Sunshine,2006,87,7.677,6508,100523181,102,563
146,"Crouching Tiger, Hidden Dragon",2000,87,7.409,2914,213525736,120,1545
169,Predator 2,1990,87,6.26,2900,57120318,108,1553
318846,The Big Short,2015,87,7.344,8320,133346506,131,381
672,Harry Potter and the Chamber of Secrets,2002,87,7.721,20390,876688482,161,33
65,8 Mile,2002,87,7.124,6692,242875078,111,537
30497,The Texas Chain Saw Massacre,1974,87,7.292,2872,30900000,83,1563
767,Harry Potter and the Half-Blood Prince,2009,87,7.697,18127,933959197,153,59
153,Lost in Translation,2003,87,7.392,6734,119723856,102,530
170,28 Days Later,2002,87,7.202,6104,85720385,113,627
2300,Space Jam,1996,87,6.835,5608,250200000,88,712
3131,Gangs of New York,2002,87,7.318,6091,193772504,168,630
588,Silent Hill,2006,87,6.543,3887,100605135,125,1107
1830,Lord of War,2005,87,7.281,4265,72617068,122,987
812,Aladdin,1992,87,7.645,10547,504050219,95,244
1894,Star Wars: Episode II - Attack of the Clones,2002,87,6.6,12288,649398328,142,177
4248,Scary Movie 2,2001,87,5.783,4249,141220678,83,994
395834,Wind River,2017,87,7.428,4747,44998252,107,885
185,A Clockwork Orange,1971,87,8.2,11946,26589000,137,191
8273,American Wedding,2003,87,6.2,3788,231449203,103,1152
508442,Soul,2020,87,8.15,9473,136384442,101,307
36586,Blade II,2002,87,6.516,4338,155010032,117,969
377,A Nightmare on Elm Street,1984,87,7.324,4615,57000000,91,915
260513,Incredibles 2,2018,87,7.481,12061,1242805359,118,187
920,Cars,2006,87,6.936,12906,461983149,117,158
138843,The Conjuring,2013,87,7.541,10683,320406242,112,238
600,Full Metal Jacket,1987,87,8.136,9665,46357676,117,294
9366,Donnie Brasco,1997,87,7.533,4044,124909762,127,1056
203833,The Book Thief,2013,87,7.5,4109,76586316,131,1040
338766,Hell or High Water,2016,87,7.304,4128,37589296,102,1036
941,Lethal Weapon,1987,87,7.286,4164,120207127,110,1021
9732,The Lion King II: Simba's Pride,1998,87,6.941,4130,0,81,1032
1865,Pirates of the Caribbean: On Stranger Tides,2011,87,6.538,13126,1045713802,137,153
508965,Klaus,2019,87,8.25,3542,0,96,1252
458156,John Wick: Chapter 3 - Parabellum,2019,87,7.447,9711,326709727,131,289
2493,The Princess Bride,1987,87,7.674,4176,30861665,99,1016
34584,The NeverEnding Story,1984,87,7.197,3698,20158808,102,1187
78,Blade Runner,1982,87,7.931,12770,41722424,118,164
953,Madagascar,2005,87,6.892,10103,542063846,86,264
9602,Coming to America,1988,87,6.867,3948,288752301,117,1085
12162,The Hurt Locker,2008,87,7.254,5187,49230772,131,799
166426,Pirates of the Caribbean: Dead Men Tell No Tales,2017,87,6.648,11176,795922298,128,219
9481,The Bone Collector,1999,87,6.778,3179,151493655,118,1407
1584,School of Rock,2003,87,7.071,5173,131095990,110,802
269149,Zootopia,2016,87,7.748,15230,1023784195,109,103
950,Ice Age: The Meltdown,2006,87,6.688,9085,660998756,91,334
546554,Knives Out,2019,87,7.847,11156,312897920,131,220
5503,The Fugitive,1993,87,7.461,3817,368875760,131,1140
1427,Perfume: The Story of a Murderer,2006,87,7.4,4186,135039924,147,1013
12163,The Wrestler,2008,87,7.532,3341,44734660,109,1330
604,The Matrix Reloaded,2003,87,7.039,10128,738599701,138,263
37724,Skyfall,2012,87,7.227,14466,1142471295,143,122
3021,1408,2007,87,6.674,4007,132963417,104,1070
8961,Bad Boys II,2003,87,6.598,4924,273339556,147,853
258480,Carol,2015,87,7.494,3439,40272135,118,1293
161,Ocean's Eleven,2001,87,7.43,10774,450717150,116,232
10330,Freaky Friday,2003,87,6.462,3482,160846332,97,1278
9392,The Descent,2005,87,6.957,3507,57130027,99,1269
391,A Fistful of Dollars,1964,87,7.848,3769,14500000,99,1162
1443,The Virgin Suicides,1999,86,7.086,2887,10409377,97,1557
18360,Night at the Museum: Battle of the Smithsonian,2009,86,6.1,6414,413106170,105,573
1700,Misery,1990,86,7.752,4175,61276872,107,1017
949,Heat,1995,86,7.903,6552,187436818,170,556
4995,Boogie Nights,1997,86,7.638,2866,43101594,156,1567
71552,American Reunion,2012,86,6.283,4137,234989584,113,1029
1824,50 First Dates,2004,86,6.844,6705,196482882,99,534
10830,Matilda,1996,86,7.152,4043,33459416,98,1057
4638,Hot Fuzz,2007,86,7.554,6929,80573774,121,508
312221,Creed,2015,86,7.413,6949,173567581,133,507
37135,Tarzan,1999,86,7.402,6238,448191819,88,599
6075,Carlito's Way,1993,86,7.833,2858,63848322,144,1570
9603,Clueless,1995,86,7.273,4011,56631572,97,1067
487558,BlacKkKlansman,2018,86,7.521,7037,93411426,136,497
116745,The Secret Life of Walter Mitty,2013,86,7.172,7080,188133322,114,494
214,Saw III,2006,86,6.382,4010,164874275,109,1068
4133,Blow,2001,86,7.366,4006,83282296,124,1071
872,Singin' in the Rain,1952,86,8.167,2845,7200000,103,1580
387426,Okja,2017,86,7.389,3999,0,122,1073
8329,[REC],2007,86,7.18,3987,32511655,78,1075
76163,The Expendables 2,2012,86,6.323,6289,314975955,103,593
57212,War Horse,2011,86,7.303,3157,177584879,146,1416
90,Beverly Hills Cop,1984,86,7.185,3631,316360478,105,1211
109428,Evil Dead,2013,86,6.5,4226,97542952,91,1001
88,Dirty Dancing,1987,86,7.345,5679,214577242,100,697
1369,Rambo: First Blood Part II,1985,86,6.619,3512,300400432,96,1267
23827,Paranormal Activity,2007,86,5.991,4676,193355800,85,894
10882,Sleeping Beauty,1959,86,6.942,4784,51600000,75,877
215,Saw II,2005,86,6.564,4790,147748505,93,873
1637,Speed,1994,86,7.12,5603,350448145,116,715
583083,The Kissing Booth 2,2020,86,7.703,4796,0,132,872
36647,Blade,1998,86,6.762,5466,131183530,121,740
10315,Fantastic Mr. Fox,2009,86,7.782,4798,46471023,87,871
14756,Ip Man,2008,86,7.8,3444,22108789,106,1291
7340,Carrie,1976,86,7.3,3415,25878153,98,1299
392,Chocolat,2000,86,6.962,3067,152500343,121,1469
3176,Battle Royale,2000,86,7.289,3080,30600000,114,1464
10009,Brother Bear,2003,86,7.257,4993,250397798,85,839
11887,High School Musical 3: Senior Year,2008,86,6.563,3304,252909177,117,1346
10198,The Princess and the Frog,2009,86,7.2,5062,270997378,98,828
1213,The Talented Mr. Ripley,1999,86,7.176,3228,128798265,139,1379
11917,Saw V,2008,86,6.154,3102,113864059,95,1443
256274,"As Above, So Below",2014,86,6.664,3103,41900000,93,1442
603692,John Wick: Chapter 4,2023,86,7.814,4639,426978565,170,905
634,Bridget Jones's Diary,2001,86,6.744,4635,281929795,97,908
1581,The Holiday,2006,86,7.078,4592,194168700,136,921
