id,title,year,google_rating,vote_average,vote_count,revenue,runtime,index
9473,"South Park: Bigger, Longer & Uncut",1999,90,7.252,2459,83137603,81,1803
286217,The Martian,2015,90,7.678,18525,630600000,141,54
71,Billy Elliot,2000,90,7.592,3561,109280263,110,1239
11,Star Wars,1977,90,8.204,19155,775398007,121,49
2108,The Breakfast Club,1985,90,7.751,7478,51525171,98,453
37797,Whisper of the Heart,1995,90,7.942,1738,0,111,2457
350,The Devil Wears Prada,2006,90,7.384,11089,326706115,109,223
387,Das Boot,1981,90,8.083,1991,85000000,150,2172
106,Predator,1987,90,7.506,7265,98267558,107,475
8346,My Big Fat Greek Wedding,2002,90,6.5,1959,368744044,95,2206
228150,Fury,2014,90,7.518,11021,211817906,135,226
329,Jurassic Park,1993,90,7.941,15141,920100000,127,105
36557,Casino Royale,2006,90,7.543,9959,599045960,144,273
1367,Rocky II,1979,90,7.259,3973,85182160,118,1076
771,Home Alone,1990,90,7.412,10140,476684675,103,262
670,Oldboy,2003,90,8.274,7790,15194593,120,415
9387,Conan the Barbarian,1982,90,6.79,2246,79114085,129,1948
8844,Jumanji,1995,90,7.239,9833,262821940,104,281
9820,The Parent Trap,1998,90,7.163,3792,92108518,128,1150
480530,Creed II,2018,90,7.015,5007,214215889,130,837
304410,The Bélier Family,2014,90,6.926,2258,0,105,1939
2292,Clerks,1994,90,7.418,2264,3151130,92,1930
238,The Godfather,1972,90,8.707,18677,245066411,175,53
194,Amélie,2001,90,7.905,10750,173921954,122,234
1366,Rocky,1976,90,7.8,7135,225250402,119,489
5175,Rush Hour 2,2001,90,6.712,3686,347325802,90,1194
290098,The Handmaiden,2016,90,8.246,3299,38600000,145,1352
114,Pretty Woman,1990,90,7.5,7371,463406268,119,465
83666,Moonrise Kingdom,2012,90,7.69,5434,68263166,94,745
382591,Two Is a Family,2016,90,7.749,2841,1447740,118,1582
567,Rear Window,1954,90,8.359,5893,37034514,112,656
9291,The Longest Yard,2005,90,6.632,3072,190320568,113,1467
7735,The Wave,2008,90,7.501,3071,19000000,107,1468
98,Gladiator,2000,90,8.209,16962,465361176,155,77
334533,Captain Fantastic,2016,90,7.912,6017,23123592,118,640
12092,Alice in Wonderland,1951,90,7.185,5459,57200000,75,743
359724,Ford v Ferrari,2019,90,8.01,6972,225508210,153,504
37165,The Truman Show,1998,90,8.133,16827,264118201,103,78
9486,Johnny English,2003,90,6.261,3140,160583018,88,1419
11969,Tombstone,1993,90,7.603,1876,56505065,130,2299
13363,The Man from Earth,2007,90,7.62,2150,0,87,2022
551332,The Two Popes,2019,90,7.51,2658,232638,125,1686
496243,Parasite,2019,90,8.515,16430,257591776,133,81
285,Pirates of the Caribbean: At World's End,2007,90,7.239,13345,961000000,169,146
10098,The Kid,1921,90,8.195,1874,2500000,68,2302
149870,The Wind Rises,2013,90,7.781,2662,117932401,126,1683
22881,The Blind Side,2009,90,7.692,5868,309208309,129,661
2502,The Bourne Supremacy,2004,90,7.315,6977,288500217,108,503
239,Some Like It Hot,1959,90,8.108,3153,25000000,122,1418
324552,John Wick: Chapter 2,2017,90,7.323,12007,171539887,122,189
978,Seven Years in Tibet,1997,90,7.174,2594,131457682,136,1731
10020,Beauty and the Beast,1991,90,7.734,9256,424967620,84,322
24,Kill Bill: Vol. 1,2003,90,7.97,16188,180906076,111,87
2501,The Bourne Identity,2002,90,7.463,8618,214034224,119,361
277,Underworld,2003,90,6.807,5696,95708457,122,691
5825,National Lampoon's Christmas Vacation,1989,90,7.214,2083,71319546,97,2086
9645,Ghost Ship,2002,90,5.931,2170,68349884,91,2004
12230,One Hundred and One Dalmatians,1961,89,7.162,5812,85000000,82,674
9428,The Royal Tenenbaums,2001,89,7.496,4176,71441250,110,1015
1359,American Psycho,2000,89,7.4,9797,34266564,102,285
1646,Freedom Writers,2007,89,7.911,2007,43095175,123,2160
564,The Mummy,1999,89,6.906,8327,415885488,124,379
13223,Gran Torino,2008,89,7.994,10003,269958228,116,270
8363,Superbad,2007,89,7.229,6620,170812526,113,546
320,Insomnia,2002,89,6.9,4306,113714830,118,978
299536,Avengers: Infinity War,2018,89,8.255,27713,2052415039,149,6
245891,John Wick,2014,89,7.421,17923,88761661,101,63
45243,The Hangover Part II,2011,89,6.468,9789,586764305,102,286
28,Apocalypse Now,1979,89,8.282,7485,150000000,147,452
628,Interview with the Vampire,1994,89,7.38,5338,223664608,123,765
89,Indiana Jones and the Last Crusade,1989,89,7.847,9301,474171806,127,319
316029,The Greatest Showman,2017,89,7.908,8844,432844677,105,350
17979,A Christmas Carol,2009,89,6.855,4173,325286646,94,1019
454983,The Kissing Booth,2018,89,7.229,6926,0,105,509
152532,Dallas Buyers Club,2013,89,7.932,8004,55736588,117,402
10674,Mulan,1998,89,7.915,8920,304320254,88,345
9377,Ferris Bueller's Day Off,1986,89,7.603,4479,70136369,103,939
50014,The Help,2011,89,8.202,7538,216639112,146,447
96721,Rush,2013,89,7.708,6598,90247624,123,549
1949,Zodiac,2007,89,7.5,9597,84785914,157,300
948,Halloween,1978,89,7.562,4987,70274000,91,841
772,Home Alone 2: Lost in New York,1992,89,6.705,8671,358994850,120,359
11688,The Emperor's New Groove,2000,89,7.551,6109,169327687,78,626
447365,Guardians of the Galaxy Vol. 3,2023,89,8.023,4941,845430302,150,849
5924,Papillon,1973,89,7.842,1720,53267000,151,2484
10340,Lady and the Tramp,1955,89,7.101,4880,36359037,76,863
527641,Five Feet Apart,2019,89,8.287,5254,92600000,116,783
147,The 400 Blows,1959,89,8.061,1931,0,99,2238
4951,10 Things I Hate About You,1999,89,7.58,7386,53478166,97,462
9532,Final Destination,2000,89,6.6,5080,112880294,98,822
856,Who Framed Roger Rabbit,1988,89,7.52,5216,329803958,104,793
641,Requiem for a Dream,2000,89,8.027,9165,7390108,102,330
275,Fargo,1996,89,7.867,7282,60611975,98,474
8321,In Bruges,2008,89,7.479,4644,34533783,108,904
608,Men in Black II,2002,89,6.359,9234,445135288,88,324
103663,The Hunt,2012,89,8.103,3741,18309793,116,1170
284054,Black Panther,2018,89,7.39,21053,1349926083,135,27
76,Before Sunrise,1995,89,7.973,3722,5987386,101,1182
9358,Final Destination 2,2003,89,6.2,3669,90941129,90,1204
240,The Godfather Part II,1974,89,8.591,11293,102600000,202,215
809,Shrek 2,2004,89,7.249,11323,928760770,93,213
398818,Call Me by Your Name,2017,89,8.167,11367,43143046,132,211
530915,1917,2019,89,7.99,11395,394638258,119,210
10331,Night of the Living Dead,1968,89,7.62,2173,30000000,96,2001
120467,The Grand Budapest Hotel,2014,89,8.049,13787,174600318,100,137
943,Lethal Weapon 3,1992,89,6.699,2629,321731527,118,1709
152742,The Best Offer,2013,89,7.834,2653,19255873,131,1690
5176,3:10 to Yuma,2007,89,7.201,3247,70016220,122,1371
957,Spaceballs,1987,89,6.8,2673,38119483,96,1678
64690,Drive,2011,89,7.572,11718,78054825,100,197
769,GoodFellas,1990,89,8.464,11726,46835000,145,196
657,From Russia with Love,1963,89,7.072,2689,78900000,115,1663
198375,The Garden of Words,2013,89,7.59,1834,0,46,2348
490,The Seventh Seal,1957,89,8.2,2691,0,96,1660
8587,The Lion King,1994,89,8.256,16991,763455561,89,76
7347,Elite Squad,2007,89,8.057,2150,14759148,115,2021
76341,Mad Max: Fury Road,2015,89,7.582,20911,378858340,121,29
2164,Stargate,1994,89,6.978,3090,196567262,121,1452
11130,The Princess Diaries 2: Royal Engagement,2004,89,6.68,3020,134734481,113,1496
9323,Ghost in the Shell,1995,89,7.927,3009,515905,82,1497
15121,The Sound of Music,1965,89,7.7,2986,286214286,174,1509
10948,The Fox and the Hound,1981,89,7.127,2964,29800000,82,1516
580175,Another Round,2020,89,7.658,2786,21700000,117,1608
11621,Porco Rosso,1992,89,7.787,2922,0,94,1538
8055,The Reader,2008,89,7.437,2791,108902486,124,1602
4233,Scream 2,1997,89,6.5,3678,172363301,120,1198
11324,Shutter Island,2010,89,8.2,22318,294800000,138,21
745,The Sixth Sense,1999,89,7.944,10754,672806292,107,233
8005,Robin Hood: Men in Tights,1993,89,6.6,1868,35739755,104,2305
266856,The Theory of Everything,2014,89,7.86,10069,123726688,123,265
583,Life of Brian,1979,89,7.751,3990,20745728,94,1074
354912,Coco,2017,89,8.222,17742,800526015,105,66
562,Die Hard,1988,89,7.775,10202,140767956,131,260
1577,Resident Evil: Apocalypse,2004,89,6.341,3954,129394835,94,1082
603,The Matrix,1999,89,8.206,23815,463517383,136,16
984,Dirty Harry,1971,89,7.461,2201,35976000,102,1978
2978,Ghostbusters II,1989,89,6.533,3936,215394738,108,1087
8681,Taken,2008,89,7.387,10432,226830568,94,253
339877,Loving Vincent,2017,89,8.026,2287,42187665,95,1915
8374,The Boondock Saints,1999,89,7.256,2185,50000000,108,1992
8584,Shanghai Noon,2000,89,6.407,2299,99274467,110,1903
371645,Hunt for the Wilderpeople,2016,89,7.689,1854,23915910,101,2327
1885,The Karate Kid,1984,89,7.181,3798,130442786,126,1146
7737,Resident Evil: Extinction,2007,89,6.286,3792,148412065,94,1151
73,American History X,1998,89,8.352,10729,23875127,119,237
10637,Remember the Titans,2000,89,7.627,2415,136706683,113,1828
319,True Romance,1993,89,7.54,2456,12600000,120,1810
5123,August Rush,2007,89,7.383,2523,66122026,114,1774
8470,John Q,2002,89,7.111,2180,102244770,116,1995
667,You Only Live Twice,1967,88,6.557,1959,111584787,117,2208
516486,Greyhound,2020,88,7.419,2571,0,91,1746
71859,We Need to Talk About Kevin,2011,88,7.558,2581,10765283,113,1742
682,The Man with the Golden Gun,1974,88,6.438,1819,97572000,125,2364
2503,The Bourne Ultimatum,2007,88,7.421,7127,442824138,115,490
9671,Crocodile Dundee,1986,88,6.385,1719,328203506,104,2488
338,"Good Bye, Lenin!",2003,88,7.56,2206,79384880,121,1976
9361,The Last of the Mohicans,1992,88,7.392,2771,75505856,112,1613
11545,Rushmore,1998,88,7.418,2253,17096053,93,1945
1542,Office Space,1999,88,7.376,2656,12827813,90,1688
15472,The Girl with the Dragon Tattoo,2009,88,7.523,2728,109421911,152,1634
8922,Jeepers Creepers,2001,88,6.449,2713,59217789,90,1644
59436,Midnight in Paris,2011,88,7.535,6835,151119219,94,515
9336,Police Academy,1984,88,6.655,2409,81198894,97,1831
1372,Blood Diamond,2006,88,7.53,6999,171720398,143,501
51739,The Secret World of Arrietty,2010,88,7.645,2561,149480483,94,1753
46738,Incendies,2010,88,8.098,2334,6788659,131,1886
565426,To All the Boys: P.S. I Still Love You,2020,88,6.87,2403,0,102,1837
61979,Three Steps Above Heaven,2010,88,7.753,2794,0,122,1601
792,Platoon,1986,88,7.747,4087,138530565,120,1044
9693,Children of Men,2006,88,7.605,6495,70595464,109,564
1010581,My Fault,2023,88,8.106,1738,0,117,2456
11474,The Warriors,1979,88,7.675,1922,22490039,94,2247
5994,The Family Man,2000,88,6.768,1736,124700000,125,2466
820,JFK,1991,88,7.603,1866,205405498,189,2307
311,Once Upon a Time in America,1984,88,8.427,4863,5500000,229,864
1371,Rocky III,1982,88,6.877,3744,270000000,99,1168
10096,13 Going on 30,2004,88,6.733,4755,96455697,98,882
1923,Twin Peaks: Fire Walk with Me,1992,88,7.343,1728,4184990,135,2471
134,"O Brother, Where Art Thou?",2000,88,7.321,3794,71870729,107,1149
9880,The Princess Diaries,2001,88,6.942,4583,165335153,115,924
556803,The Princess Switch,2018,88,7.012,2093,0,101,2076
525,The Blues Brothers,1980,88,7.737,3816,115229890,133,1142
840,Close Encounters of the Third Kind,1977,88,7.358,3837,306889114,135,1126
569094,Spider-Man: Across the Spider-Verse,2023,88,8.442,4394,683241751,140,952
279,Amadeus,1984,88,8.036,3837,51973029,161,1125
1585,It's a Wonderful Life,1946,88,8.26,3861,9644124,130,1120
433,Mary Poppins,1964,88,7.569,4350,103082380,139,965
1262,Stranger Than Fiction,2006,88,7.268,2090,53653224,113,2078
277216,Straight Outta Compton,2015,88,7.785,3600,201634991,147,1224
710,GoldenEye,1995,88,6.88,3530,352194034,130,1261
142,Brokeback Mountain,2005,88,7.799,6426,178043761,134,570
9340,The Goonies,1985,88,7.52,5254,61389680,114,784
5174,Rush Hour 3,2007,88,6.4,2903,258022233,91,1550
796,Cruel Intentions,1999,88,6.787,2960,76347426,98,1517
48415,Welcome to the South,2010,88,6.72,1722,65584679,102,2479
1089,Point Break,1991,88,7.133,3202,83531958,122,1394
449176,"Love, Simon",2018,88,8.041,5748,66316289,110,681
381341,Perfect Strangers,2016,88,7.9,4149,31640626,97,1025
1368,First Blood,1982,88,7.5,5675,125212904,93,698
788,Mrs. Doubtfire,1993,88,7.186,5633,441286195,125,709
449924,Ip Man 4: The Finale,2019,88,7.257,1766,176345966,107,2416
242,The Godfather Part III,1990,88,7.422,5627,136766062,162,710
497582,Enola Holmes,2020,88,7.3,5541,0,123,726
658,Goldfinger,1964,88,7.345,3259,124881062,110,1365
646,Dr. No,1962,88,6.995,3270,59567035,110,1361
691,The Spy Who Loved Me,1977,88,6.8,1764,185438673,125,2418
7131,Van Helsing,2004,88,6.324,5410,300257475,132,750
1817,Phone Booth,2003,88,6.837,3392,97837138,81,1311
9421,The Dinner Game,1998,88,7.788,1748,78599508,80,2443
548,Rashomon,1950,88,8.124,1956,96568,88,2213
27205,Inception,2010,88,8.364,34495,825532764,148,0
605,The Matrix Revolutions,2003,88,6.71,9118,424988211,129,332
103,Taxi Driver,1976,88,8.2,11081,28600000,114,224
10191,How to Train Your Dragon,2010,88,7.813,12089,494879471,98,186
381284,Hidden Figures,2016,88,8.058,8958,235956898,127,342
16869,Inglourious Basterds,2009,88,8.215,20746,321457747,153,30
634649,Spider-Man: No Way Home,2021,88,7.99,18299,1921847111,148,57
675,Harry Potter and the Order of the Phoenix,2007,88,7.686,18177,938212738,138,58
10193,Toy Story 3,2010,88,7.792,13777,1066969703,103,138
629,The Usual Suspects,1995,88,8.195,9604,23341568,106,299
752,V for Vendetta,2006,88,7.897,13556,132511035,132,143
87827,Life of Pi,2012,88,7.398,12426,609016565,127,172
12,Finding Nemo,2003,88,7.824,18061,940335536,100,61
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,88,7.126,9808,745013115,143,283
348,Alien,1979,88,8.147,13206,104931801,117,150
1593,Night at the Museum,2006,88,6.6,9538,574480841,108,304
19908,Zombieland,2009,88,7.3,11466,102391540,88,207
310,Bruce Almighty,2003,88,6.706,10010,484592874,101,269
475557,Joker,2019,88,8.168,23425,1074458282,122,18
585,"Monsters, Inc.",2001,88,7.835,17189,579707738,92,72
76600,Avatar: The Way of Water,2022,88,7.654,9830,2320250281,192,282
118340,Guardians of the Galaxy,2014,88,7.906,26638,772776600,121,8
694,The Shining,1980,88,8.218,16205,44781695,144,86
18785,The Hangover,2009,87,7.312,15812,469310836,100,95
3021,1408,2007,87,6.674,4007,132963417,104,1070
18240,The Proposal,2009,87,7.13,6189,317375031,108,619
12144,The Land Before Time,1988,87,7.115,2352,84460846,69,1868
9602,Coming to America,1988,87,6.867,3948,288752301,117,1085
604,The Matrix Reloaded,2003,87,7.039,10128,738599701,138,263
380,Rain Man,1988,87,7.756,5814,354825435,134,673
521,Dial M for Murder,1954,87,8.021,2339,3000000,105,1882
953,Madagascar,2005,87,6.892,10103,542063846,86,264
12163,The Wrestler,2008,87,7.532,3341,44734660,109,1330
773,Little Miss Sunshine,2006,87,7.677,6508,100523181,102,563
941,Lethal Weapon,1987,87,7.286,4164,120207127,110,1021
169,Predator 2,1990,87,6.26,2900,57120318,108,1553
203833,The Book Thief,2013,87,7.5,4109,76586316,131,1040
9366,Donnie Brasco,1997,87,7.533,4044,124909762,127,1056
180299,The Raid 2,2014,87,7.632,2126,6566916,150,2048
1813,The Devil's Advocate,1997,87,7.451,5429,152944660,144,747
9732,The Lion King II: Simba's Pride,1998,87,6.941,4130,0,81,1032
269149,Zootopia,2016,87,7.748,15230,1023784195,109,103
9806,The Incredibles,2004,87,7.704,16584,631442092,115,79
146,"Crouching Tiger, Hidden Dragon",2000,87,7.409,2914,213525736,120,1545
338766,Hell or High Water,2016,87,7.304,4128,37589296,102,1036
22538,Scott Pilgrim vs. the World,2010,87,7.469,7155,48000000,113,486
588,Silent Hill,2006,87,6.543,3887,100605135,125,1107
30497,The Texas Chain Saw Massacre,1974,87,7.292,2872,30900000,83,1563
9737,Bad Boys,1995,87,6.785,5758,141407024,119,680
17654,District 9,2009,87,7.423,8721,210819611,112,356
